field_name,bd_value_change_sc4_nocons_allsp,bd_value_change_sc4_nocons_amphibia,bd_value_change_sc4_nocons_aves,bd_value_change_sc4_nocons_crenvu,bd_value_change_sc4_nocons_mammalia,bd_value_change_sc3_nocons_allsp,bd_value_change_sc3_nocons_amphibia,bd_value_change_sc3_nocons_aves,bd_value_change_sc3_nocons_crenvu,bd_value_change_sc3_nocons_mammalia,bd_value_change_sc2_nocons_allsp,bd_value_change_sc2_nocons_amphibia,bd_value_change_sc2_nocons_aves,bd_value_change_sc2_nocons_crenvu,bd_value_change_sc2_nocons_mammalia,bd_value_change_sc1_nocons_allsp,bd_value_change_sc1_nocons_amphibia,bd_value_change_sc1_nocons_aves,bd_value_change_sc1_nocons_crenvu,bd_value_change_sc1_nocons_mammalia,bd_value_imp_bas_nocons_nocons_allsp,bd_value_imp_bas_nocons_amphibia,bd_value_imp_bas_nocons_aves,bd_value_imp_bas_nocons_crenvu,bd_value_imp_bas_nocons_mammalia,bd_value_imp_sc4_nocons_allsp,bd_value_imp_sc4_nocons_amphibia,bd_value_imp_sc4_nocons_aves,bd_value_imp_sc4_nocons_crenvu,bd_value_imp_sc4_nocons_mammalia,bd_value_imp_sc3_nocons_allsp,bd_value_imp_sc3_nocons_amphibia,bd_value_imp_sc3_nocons_aves,bd_value_imp_sc3_nocons_crenvu,bd_value_imp_sc3_nocons_mammalia,bd_value_imp_sc2_nocons_allsp,bd_value_imp_sc2_nocons_amphibia,bd_value_imp_sc2_nocons_aves,bd_value_imp_sc2_nocons_crenvu,bd_value_imp_sc2_nocons_mammalia,bd_value_imp_sc1_nocons_allsp,bd_value_imp_sc1_nocons_amphibia,bd_value_imp_sc1_nocons_aves,bd_value_imp_sc1_nocons_crenvu,bd_value_imp_sc1_nocons_mammalia
GLR_200,-0.010289541,-0.000457555,-0.001210336,-0.000341151,-0.00862165,-0.010970402,-0.000501779,-0.001283086,-0.000362754,-0.009185537,-0.012029957,-0.000564607,-0.001406879,-0.000393546,-0.010058472,-0.014899564,-0.000770941,-0.001731704,-0.000481991,-0.012396919,0.176893395,0.015743284,0.021392497,0.00623962,0.139757614,0.225196977,0.017333408,0.024690589,0.009424673,0.18317298,0.243088529,0.018576136,0.025975788,0.010454553,0.198536604,0.241709725,0.018438785,0.025616405,0.010492914,0.197654535,0.24123347,0.018325668,0.025572648,0.010577957,0.197335154
GLR_211,-0.612003,-0.289811793,-0.045194878,-0.418406704,-0.27699633,-0.621194641,-0.292284164,-0.046984754,-0.424497215,-0.281925723,-0.624977924,-0.293191319,-0.048140153,-0.426400459,-0.283646451,-0.640986414,-0.297415409,-0.051902081,-0.436051904,-0.291668924,3.727747003,0.977248303,0.95648323,1.942073295,1.79401547,1.976283837,0.678670272,0.481710502,1.068317045,0.815903063,2.164156174,0.798255374,0.489160263,1.209423842,0.876740537,2.155262371,0.795173795,0.487963835,1.206253409,0.872124741,2.156294946,0.794899082,0.489533167,1.205686119,0.871862697
GLR_226,0.010133583,0.000183529,0.008741392,0.001887543,0.001208661,0.010133583,0.000183529,0.008741392,0.001887543,0.001208661,0.010133583,0.000183529,0.008741392,0.001887543,0.001208661,0.010133583,0.000183529,0.008741392,0.001887543,0.001208661,0.045774919,0.000930596,0.036427507,0.004327252,0.008416815,0.050172234,0.001004123,0.0384483,0.004940325,0.01071981,0.051606919,0.000993644,0.039176771,0.004974948,0.011436504,0.051045304,0.000996742,0.038880166,0.004958438,0.011168395,0.051688986,0.000997213,0.039232848,0.004978733,0.011458925
GLR_229,0.068899337,0.001034353,0.050196401,0.001934486,0.017668583,0.068899337,0.001034353,0.050196401,0.001934486,0.017668583,0.068899337,0.001034353,0.050196401,0.001934486,0.017668583,0.068899337,0.001034353,0.050196401,0.001934486,0.017668583,0.252332038,0.004206732,0.182024805,0.004340524,0.066100501,0.321062171,0.005187,0.217195366,0.005841051,0.098679805,0.335843948,0.00518151,0.22430345,0.00601169,0.106358988,0.330435449,0.0051896,0.221739381,0.005947378,0.103506468,0.336426839,0.005195754,0.224763692,0.006020687,0.106467393
GLR_277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020940831,0.000412482,0.011454542,0.000078,0.009073807,0.034556771,0.000425226,0.017165789,0.0000898,0.016965756,0.041909869,0.000428536,0.019736659,0.0000941,0.021744673,0.039226355,0.000427859,0.018872922,0.0000924,0.019925573,0.041351317,0.00043,0.019519104,0.0000939,0.021402213
GLR_278,-0.015087311,0.0000972,-0.004284614,-0.000162295,-0.010899887,-0.015272945,0.000097,-0.004346479,-0.000164139,-0.011023439,-0.015329555,0.0000941,-0.004394066,-0.000164905,-0.011029578,-0.015329555,0.0000941,-0.004394066,-0.000164905,-0.011029578,0.070182144,0.001563653,0.035734053,0.000651675,0.032884439,0.082005355,0.001637876,0.03845042,0.000521069,0.04191706,0.099406386,0.001628658,0.042948978,0.000526724,0.054828751,0.092505729,0.001630151,0.04109972,0.00052363,0.049775858,0.098065245,0.001632502,0.042599427,0.000528096,0.053833316
GLR_279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001664179,0.0000476,0.000967895,0.0000157,0.000648724,0.002641458,0.0000501,0.001387697,0.0000195,0.00120371,0.003221093,0.0000507,0.001619964,0.0000205,0.001550419,0.003000754,0.0000505,0.001531287,0.0000202,0.001418919,0.003175804,0.0000509,0.001603039,0.0000205,0.001521889
GLR_281,-0.035449009,0.000112477,-0.012624038,-0.000245231,-0.022937448,-0.048285007,0.000220669,-0.016648703,-0.000311277,-0.031856973,-0.048262061,0.000219632,-0.016648342,-0.000311443,-0.03183335,-0.048285007,0.000220669,-0.016648703,-0.000311277,-0.031856973,0.183215149,0.004712553,0.101288522,0.001390971,0.077214074,0.220683449,0.004799335,0.112687489,0.001174053,0.103196625,0.225695426,0.004846643,0.114799584,0.001073475,0.106049199,0.213240318,0.004858929,0.110364075,0.001072404,0.098017314,0.223052979,0.004866004,0.114059885,0.001078051,0.10412709
GLR_282,-0.095652989,0.000232315,-0.027422899,0.0000759,-0.068462405,-0.111233825,0.000846538,-0.028802006,0.000231969,-0.083278357,-0.104182394,0.000571571,-0.028133395,0.00017676,-0.07662057,-0.110149229,0.00079969,-0.028724285,0.00022195,-0.082224634,0.389575495,0.007085116,0.232312616,0.001732748,0.150177763,0.390461043,0.007338544,0.246715158,0.001952932,0.136407341,0.374721389,0.007785144,0.238208042,0.002045251,0.128728203,0.389730646,0.00759786,0.245897105,0.002028969,0.136235681,0.37743913,0.007779188,0.239713396,0.002049723,0.129946546
GLR_283,-0.042728019,0.001013703,-0.007216279,-0.000231727,-0.036525443,-0.056662724,0.001314357,-0.009608991,-0.000334812,-0.048368091,-0.050417841,0.001198408,-0.008353045,-0.000285248,-0.043263203,-0.056837446,0.001282381,-0.009972602,-0.000342207,-0.048147225,0.252668555,0.007496933,0.138189823,0.002896534,0.106981799,0.24161582,0.00835079,0.138302369,0.002803276,0.094962661,0.215154686,0.0085018,0.130599498,0.002641379,0.076053388,0.230465391,0.00845238,0.135367166,0.002722471,0.086645844,0.216316978,0.008511257,0.131003175,0.002650409,0.076802546
GLR_284,-0.030201513,0.001622974,-0.000426011,0.00112532,-0.031398475,-0.026829333,0.001614516,0.001237738,0.001521347,-0.029681588,-0.027303253,0.001613994,0.001025164,0.001452403,-0.029942411,-0.029172526,0.001620238,0.0000836,0.001244961,-0.030876352,0.343458637,0.00355973,0.239948955,0.005324485,0.099949952,0.384268078,0.004929722,0.280344152,0.005914864,0.098994204,0.413869342,0.004879043,0.295303122,0.006423769,0.113687176,0.404510714,0.004890397,0.290991163,0.00630727,0.108629154,0.411145158,0.004905734,0.294338006,0.006173361,0.111901418
GLR_285,0.01430171,0.002941709,0.037826484,0.000442017,-0.026466483,0.026063929,0.002900685,0.043976808,0.000736627,-0.020813564,0.025033257,0.002904279,0.043437882,0.000710811,-0.021308904,0.019188839,0.002924663,0.040381906,0.000564426,-0.02411773,0.19276124,0.002215993,0.12794875,0.000907033,0.062596497,0.191438607,0.004854281,0.147673235,0.001532313,0.03891109,0.208137599,0.004747677,0.15612884,0.001988254,0.047261082,0.204859439,0.004769046,0.154279167,0.001920125,0.045811226,0.201275067,0.004794163,0.152770492,0.001771745,0.043710411
GLR_286,-0.108309896,0.000197002,-0.035571444,-0.000443207,-0.072935455,-0.178121647,0.000553985,-0.057089264,-0.000762143,-0.121586369,-0.157659896,0.000441065,-0.050808676,-0.000670359,-0.107292286,-0.176086537,0.000566656,-0.056388867,-0.000748124,-0.120264326,0.775416951,0.016944982,0.422991172,0.003598543,0.335480796,1.020030042,0.017333241,0.525905087,0.003511593,0.476791715,1.045758871,0.017569033,0.540690482,0.003168437,0.487499356,1.032202691,0.017517347,0.534287365,0.003264947,0.48039798,1.038495312,0.017650572,0.53759602,0.003185919,0.48324872
GLR_287,-0.027408969,0.000157026,-0.010658349,-0.000321332,-0.016907646,-0.062456609,0.00023196,-0.025289354,-0.000728085,-0.037399216,-0.050018346,0.000243351,-0.019794375,-0.000584977,-0.030467322,-0.0584993,0.00023783,-0.023523207,-0.000682628,-0.035213923,0.217356709,0.006167699,0.130849085,0.002221869,0.080339925,0.247200177,0.006230872,0.138638126,0.002151043,0.102331179,0.190086041,0.006193005,0.116764579,0.001689477,0.067128456,0.213320096,0.006245485,0.125931648,0.001855054,0.081142964,0.199243736,0.006231274,0.120638496,0.001753786,0.072373966
GLR_288,-0.16439221,0.001226018,-0.051344911,-0.000687506,-0.114273317,-0.196075672,0.001971086,-0.059999758,-0.000846355,-0.138047,-0.187025529,0.001770449,-0.057373082,-0.000794896,-0.131422896,-0.193170933,0.001930423,-0.059241498,-0.000836542,-0.135859859,0.713321122,0.012762384,0.433276424,0.003230349,0.267282314,0.706202824,0.013800023,0.432672378,0.003034859,0.259730423,0.683854103,0.014230107,0.421450495,0.002928371,0.248173501,0.688215611,0.014136159,0.424243673,0.002959509,0.249835779,0.690392662,0.014251633,0.424398789,0.002952774,0.251742241
GLR_289,-0.120431147,0.000797372,-0.048886678,-0.000777378,-0.072341841,-0.170269771,0.001341048,-0.068684058,-0.001077881,-0.102926761,-0.156721611,0.001288239,-0.063303852,-0.000988299,-0.094705998,-0.170792229,0.001316145,-0.069181708,-0.001085996,-0.102926665,0.396368066,0.010009509,0.230484883,0.001826541,0.155873674,0.377434749,0.01073617,0.218558243,0.001235358,0.148140337,0.302883487,0.011046164,0.187074081,0.000872632,0.104763242,0.323023888,0.011059255,0.194781941,0.000976985,0.117182692,0.301845252,0.011071874,0.186583124,0.000865056,0.104190254
GLR_290,-0.192774429,0.001959678,-0.06151413,-0.002031521,-0.133219977,-0.2579811,0.002364655,-0.082995905,-0.002723807,-0.17734985,-0.241044251,0.002237058,-0.077580082,-0.002545071,-0.165701227,-0.255251268,0.002345686,-0.082161444,-0.002703417,-0.175435511,0.715051741,0.018881127,0.412002122,0.006436464,0.284168492,0.642941009,0.020370575,0.380841177,0.004729371,0.241729258,0.544287288,0.020427545,0.344731894,0.003871922,0.179127849,0.573176824,0.020435454,0.35529308,0.004104146,0.19744829,0.551518046,0.020506904,0.34781714,0.00391821,0.183194001
GLR_291,-0.054227617,0.000162362,-0.022075871,-0.000382419,-0.032314108,-0.081347743,0.000346676,-0.032268169,-0.00058506,-0.049426251,-0.070402379,0.000235753,-0.028361915,-0.000504305,-0.042276216,-0.080650672,0.000271463,-0.032511232,-0.000577025,-0.048410903,0.242611026,0.008263556,0.154263778,0.001113814,0.080083692,0.244043885,0.008281696,0.149449278,0.000802672,0.086312911,0.207052428,0.008336453,0.135205261,0.0005554,0.063510714,0.227636609,0.008290756,0.142926742,0.000661774,0.076419111,0.209927576,0.008306853,0.136217342,0.000571912,0.065403381
GLR_292,-0.014748095,0.0000509,-0.005085173,-0.000130816,-0.009713824,-0.016853894,0.0000878,-0.005566731,-0.000149741,-0.011374987,-0.019394284,0.0000284,-0.006828188,-0.000186919,-0.012594468,-0.023607159,-0.0000585,-0.008767937,-0.000254081,-0.014780724,0.245398141,0.010162148,0.144421214,0.002566186,0.090814779,0.237075716,0.010126481,0.139362897,0.002800508,0.087586338,0.237917264,0.010086654,0.140455858,0.002896781,0.087374752,0.23355701,0.01005153,0.138358202,0.002811241,0.085147278,0.231962143,0.00996568,0.137807786,0.002782745,0.084188677
GLR_293,-0.048806247,0.000466949,-0.017065,-0.000542144,-0.032208195,-0.095321426,0.000677055,-0.034845984,-0.001038404,-0.061152497,-0.084895606,0.000474736,-0.031955158,-0.000915124,-0.053415184,-0.092169639,0.000498758,-0.034814574,-0.000992787,-0.057853824,0.457963064,0.014770221,0.279972255,0.003681474,0.163220588,0.507470005,0.015163843,0.295911793,0.003759814,0.196394369,0.437553797,0.015150762,0.27131386,0.00329377,0.151089175,0.458273285,0.015050179,0.277593351,0.003409058,0.165629756,0.451590691,0.015066351,0.275887947,0.003367685,0.160636392
GLR_294,0.2230621,0.005133774,0.182353989,0.006443525,0.035574337,0.223880644,0.005129784,0.182952281,0.006517897,0.035798579,0.223725077,0.00512704,0.182835979,0.006512583,0.035762058,0.223241321,0.005124358,0.182478657,0.006481323,0.035638305,0.177162435,0.003370703,0.138183032,0.005249451,0.035608699,0.359807471,0.007775719,0.276023388,0.010081032,0.076008364,0.369202475,0.007686431,0.281042921,0.010335488,0.080473123,0.365365438,0.007711143,0.278854827,0.010256158,0.078799468,0.369864087,0.007708685,0.281607348,0.010316365,0.080548055
GLR_295,0.128409892,0.001944411,0.110037486,0.031860249,0.016427995,0.127848667,0.001957158,0.109901364,0.032009545,0.015990145,0.128020118,0.00194637,0.109952903,0.032060436,0.016120844,0.127622801,0.001947404,0.10974137,0.032060035,0.015934027,0.108856191,0.001830765,0.088824211,0.017959147,0.018201215,0.209071711,0.003563272,0.168631836,0.038879713,0.036876602,0.210694019,0.003534906,0.16969057,0.039161331,0.037468543,0.209973857,0.003539009,0.169204835,0.03910856,0.037230013,0.211017264,0.003535946,0.169931781,0.039227777,0.037549537
GLR_296,-0.06586161,0.000613532,-0.032091069,-0.0004863,-0.034384073,-0.079013677,0.00078275,-0.038228738,-0.000590873,-0.04156769,-0.074963316,0.000776595,-0.036246034,-0.000555404,-0.039493878,-0.079118978,0.000760771,-0.038415523,-0.000588331,-0.041464226,0.260021681,0.011451697,0.187309707,0.000866884,0.061260277,0.207298149,0.011723622,0.155759305,0.00040208,0.039815222,0.180383156,0.011711841,0.141746486,0.000271092,0.026924829,0.189105961,0.011770853,0.1462819,0.000316034,0.031053207,0.181096617,0.011748774,0.142263801,0.000277284,0.027084042
GLR_297,-0.028859095,0.000410528,0.007207234,0.0025598,-0.036476856,-0.031852515,0.000575421,0.006587198,0.002545609,-0.039015134,-0.031475989,0.000565776,0.006739947,0.002547015,-0.038781712,-0.031852515,0.000575421,0.006587198,0.002545609,-0.039015134,0.447722857,0.005761624,0.275754975,0.029351036,0.166206258,0.544205234,0.006094869,0.323565962,0.030755419,0.214544403,0.590233251,0.006212114,0.343347174,0.03157483,0.240673963,0.569799376,0.006210032,0.334452813,0.031280388,0.229136531,0.587807343,0.006225216,0.342552899,0.031575882,0.239029228
GLR_298,0.0000452,0.0000205,0.0000428,-0.0000018,-0.0000182,0.0000452,0.0000205,0.0000428,-0.0000018,-0.0000182,0.0000452,0.0000205,0.0000428,-0.0000018,-0.0000182,0.0000452,0.0000205,0.0000428,-0.0000018,-0.0000182,0.008192181,0.000513628,0.006432412,0.0000177,0.001246142,0.007348692,0.00051585,0.00588531,0.0000166,0.000947532,0.007287632,0.000509663,0.005827262,0.0000169,0.000950707,0.007312407,0.000512166,0.005849373,0.0000168,0.000950868,0.007321059,0.000512028,0.00585331,0.000017,0.00095572
GLR_299,0.085829849,0.005395841,0.116900856,0.001374714,-0.036466848,0.085762905,0.005459187,0.117419167,0.001419568,-0.037115448,0.086158201,0.005436977,0.117489435,0.001411449,-0.036768212,0.084041803,0.005465061,0.116284756,0.001382953,-0.037708014,0.735853538,0.009716479,0.462245927,0.004333416,0.263891132,1.006337062,0.014560561,0.646305933,0.007023871,0.345470568,1.088832208,0.014522066,0.683292295,0.007478312,0.391017847,1.057749275,0.014534436,0.669259795,0.007326396,0.373955044,1.084511321,0.01456794,0.681480068,0.007445403,0.388463314
GLR_300,-0.398377299,0.004977065,-0.1463802,-0.002013505,-0.256974165,-0.567879843,0.006341165,-0.212966954,-0.003260367,-0.361254054,-0.501519183,0.005740028,-0.1870099,-0.002781496,-0.320249311,-0.565718881,0.006208106,-0.212404499,-0.003259679,-0.359522489,1.76056262,0.044004689,1.100361204,0.008613563,0.616196727,1.644255215,0.048043701,1.032650675,0.00776023,0.563560839,1.369320294,0.048458807,0.923383371,0.006455489,0.397478116,1.503942384,0.048295777,0.977793424,0.007000415,0.477853182,1.377577359,0.048556213,0.928660601,0.006485518,0.400360545
GLR_301,-0.0998594,-0.020169836,-0.041921752,-0.005219091,-0.037767812,-0.101241458,-0.020992352,-0.041321786,-0.005265037,-0.03892732,-0.101904409,-0.021073626,-0.04181829,-0.005266067,-0.039012493,-0.103102387,-0.02123384,-0.042692846,-0.005268235,-0.039175701,0.475274245,0.08136364,0.294229214,0.006435934,0.099681392,0.417104419,0.073420161,0.263507625,0.00150048,0.080176633,0.427260346,0.07418214,0.267932012,0.001480382,0.085146195,0.421925955,0.073420749,0.266151901,0.001460522,0.082353306,0.426000632,0.07379259,0.267693392,0.001480577,0.084514651
GLR_302,-0.002823385,-0.001027603,-0.00154233,-0.000000109,-0.000253452,-0.002645443,-0.001014971,-0.001393906,0.0000004,-0.000236566,-0.003353026,-0.001285198,-0.001792219,0.00000071,-0.000275608,-0.004579517,-0.001753598,-0.002482639,0.00000125,-0.00034328,0.189868644,0.045131076,0.128876757,0.000204824,0.015860812,0.162929681,0.034931059,0.115038606,0.00017122,0.012960016,0.159721273,0.034060479,0.112808177,0.000169861,0.012852617,0.160460358,0.034264999,0.113328748,0.000172012,0.01286661,0.159168916,0.03396768,0.112404591,0.000174558,0.012796645
GLR_303,-0.002848342,0.000209771,-0.001636493,-0.0000262,-0.001421621,-0.002621624,0.000266586,-0.001447672,-0.0000267,-0.001440538,-0.002621624,0.000266586,-0.001447672,-0.0000267,-0.001440538,-0.002621624,0.000266586,-0.001447672,-0.0000267,-0.001440538,0.096970245,0.006777392,0.065953357,0.000659026,0.024239496,0.109273214,0.006033687,0.071143434,0.000759934,0.032096092,0.117588988,0.005974245,0.075252538,0.000796327,0.036362205,0.114693758,0.00602328,0.073865861,0.00078381,0.034804617,0.117292626,0.006032599,0.075194297,0.000797832,0.03606573
GLR_304,0.002469523,0.001273215,0.001143532,0.0000034,0.0000528,0.002667082,0.001340167,0.001261673,0.00000356,0.0000652,0.002667082,0.001340167,0.001261673,0.00000356,0.0000652,0.002667082,0.001340167,0.001261673,0.00000356,0.0000652,0.127729131,0.041736261,0.076812681,0.000111917,0.009180189,0.112506645,0.033292867,0.071334992,0.0000918,0.007878785,0.110479153,0.032441144,0.070221057,0.0000895,0.007816952,0.111386889,0.032860932,0.070676519,0.0000907,0.007849438,0.111315593,0.032921769,0.070544222,0.0000908,0.007849602
GLR_305,-0.039910108,-0.001164057,-0.01727461,-0.000960144,-0.021471441,-0.036278156,-0.000898099,-0.013272169,-0.000980902,-0.022107887,-0.036238194,-0.00089902,-0.013258684,-0.000980748,-0.02208049,-0.036278156,-0.000898099,-0.013272169,-0.000980902,-0.022107887,0.217761849,0.01186335,0.149505429,0.002422067,0.056393069,0.188628485,0.010608283,0.133600619,0.001871028,0.044419583,0.199304088,0.010810118,0.142234758,0.001934446,0.046259212,0.195784314,0.010828211,0.140027884,0.001897466,0.044928218,0.199499222,0.010828888,0.142439907,0.001938097,0.046230427
GLR_306,-0.014465672,-0.002129773,-0.010144648,-0.0000747,-0.002191251,-0.01445244,-0.001949867,-0.010001659,-0.0000776,-0.002500913,-0.014304812,-0.002006333,-0.009956886,-0.0000755,-0.002341593,-0.014497961,-0.001932456,-0.010015466,-0.0000783,-0.00255004,0.21130286,0.028949783,0.145772972,0.001453611,0.036580105,0.204844768,0.021905523,0.138124147,0.0015263,0.044815098,0.209653331,0.02154458,0.139610435,0.00156394,0.048498315,0.208521446,0.021732539,0.139399183,0.001553526,0.047389723,0.209893608,0.021818938,0.139971573,0.001567695,0.048103097
GLR_307,-0.000990437,-0.0000662,-0.000838929,-0.0000098,-0.0000854,-0.000631722,-0.0000422,-0.000535087,-0.00000625,-0.0000544,-0.000631722,-0.0000422,-0.000535087,-0.00000625,-0.0000544,-0.000631722,-0.0000422,-0.000535087,-0.00000625,-0.0000544,0.029529666,0.001884799,0.024856388,0.000338043,0.002788478,0.027966321,0.001781338,0.023506322,0.000297491,0.002678661,0.028090939,0.001787934,0.023604242,0.000297132,0.002698763,0.028196099,0.001795385,0.023695651,0.000299512,0.002705062,0.02823997,0.001796438,0.023732346,0.000301656,0.002711187
GLR_308,-0.003480759,-0.000108491,-0.001975322,-0.0000279,-0.001396946,-0.00341078,-0.000104001,-0.00191583,-0.0000275,-0.00139095,-0.003547802,-0.000111335,-0.00198931,-0.0000295,-0.001447157,-0.003817279,-0.000129796,-0.002179664,-0.0000331,-0.001507818,0.11890924,0.006918929,0.093102078,0.001065897,0.018888233,0.114866305,0.006676441,0.089744501,0.001031337,0.018445364,0.115677822,0.006623406,0.090083289,0.001040858,0.018971127,0.115307414,0.006641353,0.089921564,0.001038289,0.018744497,0.11572853,0.006626419,0.090180562,0.001047159,0.018921549
GLR_309,-0.556063276,-0.034598333,-0.119678869,-0.256336667,-0.401786074,-0.648797719,-0.058013827,-0.147846887,-0.257393164,-0.442937004,-0.632003116,-0.053939452,-0.142832038,-0.257005959,-0.435231625,-0.649863687,-0.057772896,-0.149328205,-0.257346448,-0.442762586,3.515372416,0.228797357,1.663167083,0.878654693,1.623407976,4.03066046,0.252936831,1.886847111,0.85953382,1.890876517,4.150486562,0.228560031,1.978184332,0.859747885,1.943742199,4.094961832,0.232875353,1.944700964,0.859630689,1.917385514,4.1344823,0.228922002,1.967199292,0.859868325,1.938361006
GLR_310,-0.643713781,-0.043741037,-0.299745341,-0.20714116,-0.300227403,-0.708036134,-0.048087893,-0.327699277,-0.229172244,-0.332248963,-0.674983153,-0.04565557,-0.313213722,-0.218338387,-0.316113861,-0.689277166,-0.046751624,-0.319663469,-0.222786894,-0.322862072,1.447603951,0.115118732,0.854974191,0.309189598,0.477511027,1.249374885,0.088103638,0.75240127,0.224146453,0.408869977,1.193466586,0.082780846,0.718508688,0.198422867,0.392177052,1.24449509,0.086431901,0.743893153,0.213650473,0.414170036,1.238525297,0.085150632,0.739989867,0.209723791,0.413384798
GLR_311,-0.014017798,-0.000604403,-0.009767957,-0.000287236,-0.003645438,-0.013809072,-0.000591985,-0.009588802,-0.000285158,-0.003628285,-0.014119955,-0.000611564,-0.009846754,-0.00029144,-0.003661637,-0.014513073,-0.000636322,-0.010172939,-0.000299383,-0.003703812,0.145004542,0.007450113,0.118792313,0.002090083,0.018762117,0.134382514,0.006721448,0.109607077,0.001741852,0.018053989,0.136459963,0.006676021,0.109795016,0.00173502,0.019988925,0.135732267,0.006682433,0.109700045,0.001738669,0.019349789,0.136356214,0.006662718,0.109873845,0.001743807,0.01981965
GLR_312,-0.203531552,0.029149844,-0.053005312,-0.018845731,-0.179676084,-0.207809192,0.029882575,-0.054160763,-0.019288229,-0.183531004,-0.208623703,0.028546197,-0.055042218,-0.019128916,-0.182127681,-0.213449248,0.02775741,-0.057139811,-0.019372922,-0.184066847,0.827534008,0.051329125,0.448240628,0.04016393,0.327964255,0.716240355,0.068074063,0.405382042,0.030918577,0.24278425,0.737672735,0.067348048,0.408965507,0.031395893,0.26135918,0.729308378,0.066947426,0.407194446,0.031341696,0.255166506,0.732287784,0.066447763,0.407698554,0.031302401,0.258141467
GLR_313,-0.739782567,-0.020360662,-0.303345275,-0.015858203,-0.41607663,-0.790873722,-0.020971756,-0.324575287,-0.01710175,-0.445326679,-0.782568707,-0.020878583,-0.321319731,-0.016904568,-0.440370394,-0.786842255,-0.020902197,-0.323100396,-0.01701356,-0.442839662,1.758041426,0.158316219,1.035751544,0.025382544,0.563973663,1.30403925,0.135684555,0.857009843,0.010930386,0.311344852,1.247682525,0.131415405,0.827271596,0.009381932,0.288995524,1.250013459,0.132604683,0.831561348,0.009634868,0.285847428,1.258956199,0.132839241,0.835011261,0.009565851,0.291105697
GLR_314,-0.205979767,-0.016600981,-0.05563734,-0.002704847,-0.133741446,-0.206943132,-0.016656629,-0.056425741,-0.002727316,-0.133860763,-0.215200639,-0.017130826,-0.062983646,-0.003000425,-0.135086167,-0.230508431,-0.018007855,-0.07496253,-0.003574286,-0.137538045,1.333860507,0.082520154,0.988120654,0.020638639,0.263219699,1.174008113,0.066118872,0.936149447,0.020220461,0.171739793,1.192710936,0.066125325,0.939225847,0.020474536,0.187359764,1.180834208,0.065769973,0.933496973,0.020133149,0.181567262,1.173794697,0.06506845,0.92582222,0.019674146,0.182904028
GLR_315,-0.771172868,0.033837101,-0.316913775,-0.132657494,-0.488096194,-0.799966519,0.034983579,-0.329224226,-0.137636144,-0.505725872,-0.815913137,0.030246289,-0.34448682,-0.13640482,-0.501672607,-0.855396881,0.026301059,-0.372367745,-0.138647377,-0.509330195,2.26340063,0.168025697,1.440301802,0.172991595,0.655073131,1.672773736,0.175366256,1.184740306,0.067969037,0.312667174,1.648806123,0.173331036,1.169499512,0.062517442,0.305975575,1.634792148,0.17096848,1.158183308,0.063506881,0.30564036,1.597542689,0.16803081,1.133339613,0.060689151,0.296172266
GLR_316,-0.005260063,-0.000806615,-0.003827119,-0.000249954,-0.000626329,-0.005260063,-0.000806615,-0.003827119,-0.000249954,-0.000626329,-0.007928369,-0.001628081,-0.005538958,-0.000264553,-0.00076133,-0.010596673,-0.002449546,-0.007250797,-0.000279153,-0.00089633,0.586061043,0.124156503,0.41199182,0.010800086,0.04991272,0.56283836,0.103392363,0.409308202,0.012826966,0.050137795,0.561165364,0.101534418,0.408595266,0.013166276,0.05103568,0.560607828,0.101802484,0.408131835,0.013073368,0.05067351,0.560868315,0.101370554,0.408452183,0.013220283,0.051045578
GLR_317,-2.271437235,-0.260629025,-0.835773737,-0.612659135,-1.175034473,-2.349026606,-0.26982428,-0.86014937,-0.637572505,-1.219052956,-2.340754375,-0.268823002,-0.861838128,-0.632145113,-1.210093245,-2.373511693,-0.272589755,-0.881894113,-0.638147871,-1.219027826,12.23160384,1.485034179,5.608740266,3.009334644,5.137829398,17.28049688,1.940302166,8.167936979,3.823560901,7.172257739,19.82317976,2.143537753,9.562403717,4.155527554,8.117238293,19.24674174,2.129249262,9.207925054,4.090943394,7.909567422,19.57587893,2.151033273,9.3899421,4.138247584,8.034903562
GLR_318,-0.001169209,-0.000110371,-0.0000453,-0.00000355,-0.001013542,-0.001298278,-0.00012564,-0.000053,-0.00000723,-0.001119599,-0.00136437,-0.000160979,-0.0000725,-0.0000194,-0.001130922,-0.001441321,-0.000184629,-0.0000856,-0.0000263,-0.001171059,0.138204159,0.077068798,0.031485731,0.015798581,0.02964963,0.173279774,0.094376952,0.043165941,0.020224882,0.035736881,0.179777343,0.097243121,0.045273159,0.020798264,0.037261063,0.177428725,0.09608029,0.044612496,0.020644739,0.036735939,0.179196621,0.096759766,0.045280124,0.020877962,0.037156731
GLR_319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000863975,-0.000622996,-0.000117832,-0.0000646,-0.000123147,0.101601186,0.070384388,0.01333092,0.007284259,0.017885878,0.146061204,0.105485235,0.01787784,0.009532765,0.022698129,0.154153086,0.110631731,0.018913942,0.00981078,0.024607413,0.151868209,0.109095085,0.018642489,0.009741297,0.024130635,0.152426279,0.109281968,0.018739226,0.009760313,0.024405085
