field_name,bd_value_change_sc4_nocons_allsp,bd_value_change_sc4_nocons_amphibia,bd_value_change_sc4_nocons_aves,bd_value_change_sc4_nocons_crenvu,bd_value_change_sc4_nocons_mammalia,bd_value_change_sc3_nocons_allsp,bd_value_change_sc3_nocons_amphibia,bd_value_change_sc3_nocons_aves,bd_value_change_sc3_nocons_crenvu,bd_value_change_sc3_nocons_mammalia,bd_value_change_sc2_nocons_allsp,bd_value_change_sc2_nocons_amphibia,bd_value_change_sc2_nocons_aves,bd_value_change_sc2_nocons_crenvu,bd_value_change_sc2_nocons_mammalia,bd_value_change_sc1_nocons_allsp,bd_value_change_sc1_nocons_amphibia,bd_value_change_sc1_nocons_aves,bd_value_change_sc1_nocons_crenvu,bd_value_change_sc1_nocons_mammalia,bd_value_imp_bas_nocons_nocons_allsp,bd_value_imp_bas_nocons_amphibia,bd_value_imp_bas_nocons_aves,bd_value_imp_bas_nocons_crenvu,bd_value_imp_bas_nocons_mammalia,bd_value_imp_sc4_nocons_allsp,bd_value_imp_sc4_nocons_amphibia,bd_value_imp_sc4_nocons_aves,bd_value_imp_sc4_nocons_crenvu,bd_value_imp_sc4_nocons_mammalia,bd_value_imp_sc3_nocons_allsp,bd_value_imp_sc3_nocons_amphibia,bd_value_imp_sc3_nocons_aves,bd_value_imp_sc3_nocons_crenvu,bd_value_imp_sc3_nocons_mammalia,bd_value_imp_sc2_nocons_allsp,bd_value_imp_sc2_nocons_amphibia,bd_value_imp_sc2_nocons_aves,bd_value_imp_sc2_nocons_crenvu,bd_value_imp_sc2_nocons_mammalia,bd_value_imp_sc1_nocons_allsp,bd_value_imp_sc1_nocons_amphibia,bd_value_imp_sc1_nocons_aves,bd_value_imp_sc1_nocons_crenvu,bd_value_imp_sc1_nocons_mammalia
GLR_320,-0.000261196,0.000156197,-0.0000237,-0.00000172,-0.000393708,-0.000551123,0.000472592,-0.0000316,-0.00000285,-0.000992125,-0.000507208,0.00042997,-0.0000297,-0.00000265,-0.000907467,-0.000551123,0.000472592,-0.0000316,-0.00000285,-0.000992125,0.10669748,0.053522906,0.029658995,0.003332424,0.023515579,0.101136361,0.043269232,0.032163306,0.003490233,0.025703823,0.100199875,0.042563331,0.032630227,0.003530563,0.025006317,0.100574413,0.042982089,0.032554758,0.003527632,0.025037566,0.101159838,0.043112559,0.032935913,0.003564184,0.025111367
GLR_321,-0.001277718,-0.000116645,-0.000516682,-0.0000407,-0.000644391,-0.001277718,-0.000116645,-0.000516682,-0.0000407,-0.000644391,-0.001277718,-0.000116645,-0.000516682,-0.0000407,-0.000644391,-0.001277718,-0.000116645,-0.000516682,-0.0000407,-0.000644391,0.369360819,0.034573252,0.326362763,0.092890215,0.008424804,0.397991787,0.047589788,0.340628763,0.094401542,0.009773235,0.404099128,0.049676232,0.343992989,0.094581999,0.010429907,0.403360153,0.049077496,0.344015353,0.094739949,0.010267304,0.408593225,0.049607455,0.348563093,0.09560778,0.010422677
GLR_322,-0.000919611,-0.0000362,-0.000786703,-0.00000104,-0.0000967,-0.00004,-0.00000157,-0.0000342,-4.54E-008,-0.0000042,-0.00004,-0.00000157,-0.0000342,-4.54E-008,-0.0000042,-0.00004,-0.00000157,-0.0000342,-4.54E-008,-0.0000042,0.022231682,0.001575295,0.017537992,0.001613582,0.003118395,0.021951667,0.00154176,0.016839308,0.001687376,0.003570599,0.023393026,0.001572314,0.017945221,0.001697357,0.003875491,0.023184792,0.001573633,0.017810863,0.001700184,0.003800296,0.023492725,0.001574418,0.018033465,0.0017197,0.003884842
GLR_323,-0.015961854,-0.0000577,-0.007328464,-0.000706882,-0.008575671,-0.015222214,-0.000000867,-0.006690007,-0.000700313,-0.00853134,-0.016403667,-0.0000429,-0.007557677,-0.000785319,-0.00880311,-0.024674162,-0.000105971,-0.014951907,-0.001248118,-0.009616284,0.246401337,0.014182255,0.205763505,0.005328698,0.026455577,0.231185425,0.013830999,0.197798384,0.005182919,0.019556042,0.232008517,0.013799661,0.198013614,0.005263966,0.020195242,0.231237875,0.013801236,0.197728513,0.005144905,0.019708126,0.223661102,0.013745283,0.19091391,0.004620864,0.019001908
GLR_324,-0.845932859,-0.131500525,-0.284872746,-0.268460659,-0.429559589,-0.942364952,-0.141925557,-0.315736381,-0.304334951,-0.484703013,-0.903444109,-0.137416147,-0.304466991,-0.289341844,-0.461560971,-0.914491563,-0.138330619,-0.311480326,-0.290951999,-0.464680619,4.328894219,1.110609845,1.492855849,1.134654854,1.725428525,5.579138581,1.231840664,2.179672052,1.28986752,2.167625865,6.135220631,1.239827134,2.533141402,1.369021063,2.362252095,6.03984774,1.242623802,2.460377793,1.36013061,2.336846145,6.130426111,1.246482725,2.512014875,1.375581207,2.371928512
GLR_325,-1.883814014,0.082145124,-0.460492283,-0.264578819,-1.505466855,-2.138998236,0.096931197,-0.522670293,-0.302245669,-1.71325914,-2.051186003,0.091970684,-0.502327645,-0.289439453,-1.640829042,-2.12331946,0.093965475,-0.52122445,-0.29918069,-1.696060485,5.409419488,0.420915424,2.50293076,0.437446224,2.485573305,5.163375737,0.477339658,2.372875564,0.347573952,2.313160516,4.916947556,0.477755323,2.279252916,0.288571764,2.159939317,5.027983161,0.479805828,2.319543346,0.309061987,2.228633988,4.950844812,0.480322865,2.294956436,0.29289671,2.17556551
GLR_326,-0.174103355,-0.007591824,-0.097241623,-0.001054623,-0.069269908,-0.218562809,-0.009416641,-0.116413719,-0.001420865,-0.092732448,-0.19093131,-0.008278625,-0.104325601,-0.001196115,-0.078327083,-0.208637425,-0.009002394,-0.112149312,-0.001338509,-0.087485719,1.034716188,0.050867545,0.665505037,0.005275563,0.318343606,1.197256674,0.047810693,0.691495636,0.005004535,0.457950345,1.264674942,0.045974539,0.719122036,0.004786966,0.499578367,1.269742572,0.047297627,0.721774593,0.004992415,0.500670353,1.277934915,0.046573392,0.725854579,0.004903737,0.505506945
GLR_327,-0.125214921,-0.004878118,-0.086219587,-0.000531852,-0.034117217,-0.148941683,-0.005281573,-0.097896906,-0.000727483,-0.045763204,-0.143614965,-0.005187697,-0.095264963,-0.000683605,-0.043162305,-0.148897126,-0.005280638,-0.097874728,-0.000727109,-0.045741759,0.772838198,0.028964387,0.514147493,0.003929772,0.229726317,0.979618387,0.025847286,0.573572632,0.0040562,0.380198468,1.083209362,0.02549618,0.619580316,0.004012471,0.438132866,1.038797668,0.025563261,0.599805963,0.00399922,0.413428444,1.071551671,0.025541658,0.615001213,0.004024036,0.431008801
GLR_328,-0.251655452,-0.111864959,-0.130969035,-0.001486018,-0.008821458,-0.24845573,-0.109482222,-0.129608472,-0.002672512,-0.009365036,-0.244257854,-0.108264434,-0.127282853,-0.00170888,-0.008710567,-0.248188065,-0.109202176,-0.12962441,-0.002671526,-0.009361479,1.147990073,0.345113797,0.632343468,0.173789731,0.170532808,1.427995411,0.274289383,0.823926316,0.38717922,0.329779712,1.594648404,0.278180752,0.91815287,0.438580892,0.398314782,1.536794117,0.278600718,0.883772656,0.415883392,0.374420743,1.573855076,0.278280495,0.904634845,0.427813843,0.390939736
GLR_329,-0.005960625,-0.000518764,-0.005158225,-0.0000322,-0.000283636,-0.005960625,-0.000518764,-0.005158225,-0.0000322,-0.000283636,-0.005960625,-0.000518764,-0.005158225,-0.0000322,-0.000283636,-0.005960625,-0.000518764,-0.005158225,-0.0000322,-0.000283636,0.010761419,0.001080022,0.008707193,0.000317912,0.000974203,0.006101252,0.000653075,0.004164204,0.000618089,0.001283973,0.006519224,0.000666939,0.004352479,0.000702439,0.001499807,0.006368988,0.000662178,0.004286333,0.000663418,0.001420477,0.006489389,0.000666306,0.004347139,0.000685744,0.001475943
GLR_330,0.0000256,-0.0000186,0.0000632,-0.00000228,-0.000019,0.0000256,-0.0000186,0.0000632,-0.00000228,-0.000019,-0.0000347,-0.00002,0.00000733,-0.00000227,-0.000022,-0.0000709,-0.0000209,-0.0000261,-0.00000226,-0.0000239,0.048259614,0.00376819,0.040538805,0.0000621,0.00395262,0.047876194,0.004208305,0.039837163,0.0000633,0.003830726,0.047652232,0.004269107,0.039534935,0.0000647,0.003848191,0.047766179,0.004246449,0.039673615,0.0000643,0.003846115,0.04792439,0.004268553,0.039790148,0.0000651,0.003865689
GLR_331,-0.002154661,-0.000110827,-0.001473017,-0.0000532,-0.000570818,-0.002154661,-0.000110827,-0.001473017,-0.0000532,-0.000570818,-0.002817433,-0.000148855,-0.00196677,-0.0000679,-0.000701808,-0.003786016,-0.000208174,-0.00273399,-0.0000872,-0.000843852,0.152293054,0.008036392,0.12911525,0.00127313,0.015141412,0.144493691,0.007752082,0.122971656,0.001069711,0.013769954,0.143066579,0.007678063,0.121711992,0.001052271,0.013676524,0.14303429,0.007672511,0.121761742,0.001049824,0.013600037,0.142161189,0.007616984,0.121057782,0.001041193,0.013486423
GLR_332,-0.004000575,-0.000245537,-0.003418441,-0.0000377,-0.000336597,-0.004000575,-0.000245537,-0.003418441,-0.0000377,-0.000336597,-0.004000575,-0.000245537,-0.003418441,-0.0000377,-0.000336597,-0.004000575,-0.000245537,-0.003418441,-0.0000377,-0.000336597,0.027530769,0.001102177,0.023413985,0.000608648,0.003014608,0.024074961,0.0008425,0.020298562,0.00058047,0.0029339,0.024248851,0.000835913,0.020358705,0.00058246,0.003054233,0.024247321,0.000838976,0.020388413,0.00058384,0.003019932,0.02446834,0.000839849,0.020563528,0.00059004,0.003064963
GLR_333,-0.060187311,-0.002627732,-0.033169641,-0.000563132,-0.024389939,-0.055136404,0.000136339,-0.028379889,-0.000559187,-0.026892853,-0.055202054,-0.000294021,-0.028554084,-0.000558031,-0.026353949,-0.056546729,-0.000224541,-0.029140003,-0.000571958,-0.027182184,1.181946026,0.185132426,0.828348299,0.013381018,0.168465301,1.095372921,0.147906684,0.785778667,0.013422998,0.16168757,1.098763984,0.146607379,0.790994227,0.013554102,0.161162378,1.099928684,0.147881337,0.791169343,0.013543407,0.160878005,1.104407541,0.148154949,0.795032336,0.013672311,0.161220256
GLR_334,-0.004630399,-0.00433299,0.000156039,-0.000358268,-0.000453449,-0.004630399,-0.00433299,0.000156039,-0.000358268,-0.000453449,-0.004845128,-0.004335682,-0.0000557,-0.000373022,-0.000453736,-0.004845128,-0.004335682,-0.0000557,-0.000373022,-0.000453736,0.083123491,0.008011594,0.053935242,0.000788203,0.021176655,0.041896499,0.004176491,0.036047855,0.000399836,0.001672154,0.041964388,0.004248339,0.036040432,0.000403238,0.001675617,0.042026363,0.004225237,0.036123843,0.000402479,0.001677283,0.042292388,0.00424867,0.03635989,0.000405354,0.001683828
GLR_335,-4.184230837,-1.520239446,-0.923591686,-1.964030312,-1.740399705,-4.18757327,-1.521029513,-0.924629582,-1.965232521,-1.741914176,-4.232322818,-1.532213597,-0.936346384,-1.993539781,-1.763762838,-4.302217784,-1.54950017,-0.955629152,-2.036139248,-1.797088462,7.760823031,2.675477587,1.862683567,3.770693418,3.222661877,7.239797359,2.466079376,1.603784508,3.635169425,3.169933475,8.242086482,2.796587736,1.971299816,3.938101193,3.474198929,8.050801884,2.770687499,1.877221522,3.88285814,3.402892862,8.10532,2.779054269,1.907630397,3.892979798,3.418635335
GLR_337,-0.0007181,0.00000922,-0.000424972,-0.0000178,-0.000302347,-0.0007181,0.00000922,-0.000424972,-0.0000178,-0.000302347,-0.001066324,-0.0000161,-0.000733964,-0.0000206,-0.000316251,-0.00163482,-0.0000439,-0.001217574,-0.0000408,-0.0003733,0.095733059,0.002330278,0.087608123,0.001886776,0.005794658,0.090842323,0.002351063,0.087127151,0.00205727,0.00136411,0.091120572,0.002346696,0.087397133,0.002077657,0.001376743,0.091062656,0.002326235,0.087376081,0.002075565,0.00136034,0.091653634,0.002302582,0.088046832,0.002071823,0.001304219
GLR_338,-0.02450224,-0.0000968,-0.022425251,-0.000508064,-0.001980174,-0.024632106,-0.000102791,-0.022544076,-0.000510253,-0.001985238,-0.024999419,-0.000117397,-0.022886544,-0.000516211,-0.001995478,-0.027223644,-0.000142637,-0.025024906,-0.00057945,-0.002056101,0.04915471,0.000810471,0.045681693,0.001087663,0.002662546,0.025619947,0.000711162,0.02406323,0.000656575,0.000845555,0.025689629,0.000702639,0.024086044,0.00066376,0.000900946,0.025342206,0.000688952,0.02378338,0.000656493,0.000869873,0.023281897,0.000662372,0.021815096,0.000591007,0.000804429
GLR_339,-0.002168972,-0.0000234,-0.000733053,0.00000416,-0.001412471,-0.001924903,0.000000682,-0.000526507,0.0000063,-0.001399078,-0.001924903,0.000000682,-0.000526507,0.0000063,-0.001399078,-0.010531651,-0.0000894,-0.008971738,-0.000214139,-0.001470471,0.108647188,0.004312448,0.099447611,0.00229269,0.004887129,0.10976836,0.004286508,0.100904169,0.002510151,0.004577683,0.110766293,0.004297818,0.101442345,0.002535084,0.00502613,0.110915284,0.004309096,0.101726382,0.002536662,0.004879807,0.103205626,0.004223207,0.09406125,0.002320429,0.004921169
GLR_340,-0.005541746,0.000118017,-0.000306614,0.0000256,-0.005353148,-0.005541746,0.000118017,-0.000306614,0.0000256,-0.005353148,-0.009163989,0.000104465,-0.003913479,-0.0000867,-0.005354975,-0.023898933,0.0000246,-0.018542564,-0.000536336,-0.005380998,0.248366099,0.005300159,0.224577583,0.009402622,0.018488356,0.256717675,0.005442308,0.232536419,0.010884528,0.018738947,0.260769061,0.005431436,0.234399614,0.011067074,0.020938012,0.256511951,0.005428934,0.230902908,0.010922594,0.020180108,0.244645047,0.005355711,0.218524062,0.010570226,0.020765274
GLR_341,-0.0000343,0.0000441,0.000396445,0.00000885,-0.000474848,-0.0000343,0.0000441,0.000396445,0.00000885,-0.000474848,-0.0000343,0.0000441,0.000396445,0.00000885,-0.000474848,-0.0000343,0.0000441,0.000396445,0.00000885,-0.000474848,0.10564655,0.002211841,0.096829193,0.005145278,0.006605516,0.108176352,0.002246168,0.099657171,0.005940765,0.006273012,0.108983176,0.002241358,0.100208087,0.006038049,0.006533731,0.109116029,0.002247787,0.100418707,0.006027891,0.006449536,0.110580259,0.002255657,0.101763857,0.006110124,0.006560745
GLR_342,-0.200437675,-0.002307489,-0.089658003,-0.003824858,-0.108472183,-0.232134076,-0.001735991,-0.095615338,-0.003914068,-0.134782747,-0.225410591,-0.002009742,-0.094024479,-0.003860063,-0.12937637,-0.230306061,-0.002036998,-0.095304247,-0.003892837,-0.132964816,1.449357684,0.240395769,0.949504988,0.036163028,0.259456927,1.397966764,0.216833594,0.93854481,0.040622881,0.242588361,1.314482904,0.205762248,0.912574419,0.041590437,0.196146238,1.334976179,0.208854672,0.921117254,0.041385994,0.205004253,1.329746768,0.208209676,0.921083444,0.041842447,0.200453648
GLR_343,-0.348650785,0.049904166,-0.141542291,-0.005287101,-0.25701266,-0.361332,0.052843004,-0.145232677,-0.005551648,-0.268942327,-0.371470088,0.050510964,-0.154539574,-0.005825076,-0.267441478,-0.388423778,0.047530861,-0.166798904,-0.00614539,-0.269155735,2.899757546,0.272304989,2.140514073,0.069040181,0.486938484,2.818725086,0.278209613,2.113957125,0.074178374,0.426558348,2.841605107,0.276061105,2.115000639,0.075197565,0.450543363,2.82025285,0.276466607,2.108409764,0.074653471,0.435376479,2.839517469,0.274751644,2.117955561,0.075170578,0.446810263
