field_name,ef_value_imp_bas_nocons_comprov,ef_value_imp_bas_nocons_wildprov,ef_value_imp_bas_nocons_regprov,ef_value_imp_bas_nocons_totef,ef_value_imp_sc4_nocons_comprov,ef_value_imp_sc4_nocons_wildprov,ef_value_imp_sc4_nocons_regprov,ef_value_imp_sc4_nocons_totef,ef_value_change_sc4_nocons_comprovch ,ef_value_change_sc4_nocons_wildprovch ,ef_value_change_sc4_nocons_regprovch ,ef_value_change_sc4_nocons_totefch ,ef_value_imp_sc3_nocons_comprov,ef_value_imp_sc3_nocons_wildprov,ef_value_imp_sc3_nocons_regprov,ef_value_imp_sc3_nocons_totef,ef_value_change_sc3_nocons_comprovch ,ef_value_change_sc3_nocons_wildprovch ,ef_value_change_sc3_nocons_regprovch ,ef_value_change_sc3_nocons_totefch ,ef_value_imp_sc2_nocons_comprov,ef_value_imp_sc2_nocons_wildprov,ef_value_imp_sc2_nocons_regprov,ef_value_imp_sc2_nocons_totef,ef_value_change_sc2_nocons_comprovch ,ef_value_change_sc2_nocons_wildprovch ,ef_value_change_sc2_nocons_regprovch ,ef_value_change_sc2_nocons_totefch ,ef_value_imp_sc1_nocons_comprov,ef_value_imp_sc1_nocons_wildprov,ef_value_imp_sc1_nocons_regprov,ef_value_imp_sc1_nocons_totef,ef_value_change_sc1_nocons_comprovch ,ef_value_change_sc1_nocons_wildprovch ,ef_value_change_sc1_nocons_regprovch ,ef_value_change_sc1_nocons_totefch 
GLR_305,0.007904553,0.00316801,0.010093405,0.021165969,0.006782645,0.002747228,0.005247747,0.01477762,-0.000185583,-0.001600875,-0.007120773,-0.008907232,0.007011689,0.001607901,0.004547674,0.013167265,0.000306728,-0.002395626,-0.007893177,-0.009982074,0.007096495,0.001536363,0.004369588,0.013002445,0.000302227,-0.002388738,-0.007866543,-0.009953054,0.007108621,0.001585663,0.004492121,0.013186405,0.000306728,-0.002395626,-0.007893177,-0.009982074
GLR_306,0.007362619,0.001211562,0.004646867,0.013221048,0.006083486,0.005080439,0.006891188,0.018055113,-0.000439325,0.001686536,-0.000710401,0.00053681,0.005949286,0.005796857,0.007666744,0.019412888,-0.000395501,0.001573065,-0.000889827,0.000287737,0.006011922,0.005578074,0.007450495,0.019040492,-0.000410098,0.001617745,-0.000803446,0.000404201,0.006035428,0.0056884,0.007520958,0.019244786,-0.000390999,0.001559287,-0.000916464,0.000251824
GLR_307,0.001768746,0.0000463,0.0000449,0.001859923,0.001499581,0.000218808,0.0000766,0.001794988,-0.0000622,0.0000951,0,0.000033,0.001476498,0.000180762,0.0000885,0.001745779,-0.0000396,0.0000607,0,0.000021,0.001495176,0.000173277,0.0000844,0.001752811,-0.0000396,0.0000607,0,0.000021,0.00149691,0.000178869,0.0000876,0.00176333,-0.0000396,0.0000607,0,0.000021
GLR_308,0.006343844,0.000407773,0.000927195,0.007678812,0.0055042,0.000538874,0.000714388,0.006757462,-0.0000798,-0.00000676,-0.000506158,-0.000592727,0.005352764,0.000584024,0.000823955,0.006760743,-0.0000753,-0.0000137,-0.000506158,-0.000595115,0.005410495,0.000564875,0.00078579,0.006761159,-0.0000868,-0.0000137,-0.000506158,-0.000606658,0.005382146,0.000579375,0.000815151,0.006776672,-0.000126841,-0.0000137,-0.000506158,-0.000646652
GLR_309,0.040834123,0.047256517,0.127423585,0.215514224,0.037802457,0.069819421,0.16760171,0.275223588,0.002186854,-0.006709018,-0.033868046,-0.03839021,0.037962065,0.076822761,0.177656348,0.292441174,0.003622669,-0.009480325,-0.042977539,-0.048835195,0.038168446,0.073851496,0.171710322,0.283730264,0.003305989,-0.00897052,-0.04129934,-0.046963871,0.038228141,0.075857328,0.1756719,0.28975737,0.003323816,-0.009445881,-0.042844358,-0.048966424
GLR_310,0.008831184,0.021370915,0.070619408,0.100821508,0.010366051,0.019787415,0.043515889,0.073669355,0.00296587,-0.009071571,-0.045769496,-0.051875196,0.01047295,0.019485202,0.040519223,0.070477375,0.003433527,-0.010837922,-0.050776667,-0.058181062,0.010410778,0.020164574,0.043134346,0.073709698,0.003208418,-0.010031777,-0.0483789,-0.055202258,0.010482699,0.020142272,0.042876081,0.073501053,0.00327755,-0.010403837,-0.049364627,-0.056490914
GLR_311,0.006696956,0.001065558,0.003011798,0.010774311,0.00530532,0.003200504,0.003475811,0.011981635,-0.000659251,0.000917143,-0.001004967,-0.000747075,0.00516334,0.00368791,0.004037095,0.012888345,-0.000650247,0.000896473,-0.001004967,-0.000758741,0.00519012,0.003512417,0.003840158,0.012542694,-0.000694812,0.000896473,-0.001004967,-0.000803307,0.005147353,0.003642655,0.003990394,0.012780401,-0.000751166,0.000896473,-0.001004967,-0.000859661
GLR_312,0.018969984,0.010309859,0.039826541,0.069106384,0.017598594,0.00490006,0.014201087,0.036699741,0.001058045,-0.007514657,-0.03171203,-0.038168642,0.017118974,0.005371263,0.015094582,0.037584818,0.001077784,-0.007729675,-0.032426624,-0.039078515,0.017207215,0.005253934,0.014889402,0.037350551,0.000929396,-0.007644962,-0.032142949,-0.038858515,0.017096661,0.005261865,0.014780163,0.037138688,0.000778643,-0.007746777,-0.032492754,-0.039460889
GLR_313,0.013849244,0.028589336,0.105369345,0.147807925,0.016756236,0.013310834,0.039754346,0.069821416,0.005220141,-0.020996262,-0.082715313,-0.098491434,0.016531117,0.012100073,0.034837256,0.063468447,0.005510094,-0.022776832,-0.088374413,-0.105641152,0.016676272,0.012088501,0.034954069,0.063718842,0.005436123,-0.022457803,-0.087407307,-0.104428987,0.016715102,0.01226423,0.035403189,0.064382522,0.005458638,-0.022615354,-0.087883266,-0.105039981
GLR_314,0.035967339,0.010954584,0.036057548,0.082979472,0.032870235,0.009481714,0.017047799,0.059399749,0.001440536,-0.005393206,-0.026610968,-0.030563638,0.031867224,0.011177546,0.020064401,0.063109171,0.001351877,-0.005400097,-0.026610968,-0.030659188,0.031666016,0.010605017,0.018993255,0.061264289,0.000653,-0.005400097,-0.026610968,-0.031358065,0.030588149,0.011028545,0.019799111,0.061415805,-0.000634478,-0.005400097,-0.026610968,-0.032645544
GLR_315,0.032553598,0.033115999,0.118511017,0.184180613,0.03547551,0.015087945,0.03601876,0.086582215,0.007819203,-0.023584453,-0.097749069,-0.113514319,0.034643501,0.014699714,0.034527648,0.083870863,0.008016875,-0.024953372,-0.101347306,-0.118283804,0.033995332,0.014719226,0.03478709,0.083501648,0.006760493,-0.024606654,-0.100353639,-0.1181998,0.033018138,0.014271846,0.033476231,0.080766215,0.005586183,-0.025078953,-0.101702051,-0.121194821
GLR_316,0.016055214,0.000615875,0.001255607,0.017926696,0.013937535,0.00071119,0.000893555,0.01554228,-0.000193643,-0.000210182,-0.000812702,-0.001216527,0.013544342,0.000844545,0.001087205,0.015476092,-0.000193643,-0.000210182,-0.000812702,-0.001216527,0.013626113,0.000799837,0.001016885,0.015442835,-0.00029722,-0.000210182,-0.000812702,-0.001320104,0.013552247,0.000832865,0.001068428,0.015453539,-0.000400797,-0.000210182,-0.000812702,-0.001423681
GLR_317,0.03738428,0.076265278,0.197513557,0.311163115,0.034558984,0.130811192,0.258372148,0.423742323,0.001945471,0.005641942,-0.051264911,-0.043677499,0.033764225,0.150916967,0.299094939,0.483776131,0.002156485,0.005049704,-0.052702615,-0.045496426,0.033904698,0.144069098,0.284507105,0.462480901,0.001824996,0.005175776,-0.0523537,-0.045352928,0.033484795,0.149315135,0.295778668,0.478578598,0.001294543,0.005138357,-0.052515403,-0.046082504
GLR_318,0.000288215,0.072377884,0.068974269,0.141640368,0.000285019,0.073534382,0.112976313,0.186795715,0.0000362,-0.0000726,-0.000286518,-0.000322941,0.000282138,0.073808298,0.128791395,0.202881831,0.0000422,-0.000100927,-0.000332379,-0.000391114,0.000285707,0.073659123,0.123231803,0.197176633,0.0000422,-0.000156996,-0.000385562,-0.000500366,0.000286039,0.073804317,0.127422909,0.201513264,0.0000422,-0.000191228,-0.000424368,-0.000573403
GLR_319,0.00000108,0.014726622,0.014089159,0.02881686,0.000000949,0.015023722,0.023182138,0.038206808,0,0.0000197,0,0.0000197,0.000000922,0.015099283,0.026449367,0.041549571,0,0.0000197,0,0.0000197,0.000000933,0.015076331,0.025325904,0.040403168,0,0.0000197,0,0.0000197,0.000000935,0.014970138,0.025950281,0.040921354,0,-0.000123845,-0.000136137,-0.000259982
GLR_320,0.002922082,0.040838555,0.039485009,0.083245646,0.002603761,0.041879069,0.064519914,0.109002744,0.0000411,0.000117506,-0.000289386,-0.000130759,0.002598389,0.041657026,0.07269652,0.116951934,0.000120852,-0.000122247,-0.000744624,-0.000746019,0.002621908,0.041662391,0.069735437,0.114019736,0.000110039,-0.0000892,-0.000680638,-0.00065975,0.00263431,0.041705922,0.072021019,0.116361251,0.000120852,-0.000122247,-0.000744624,-0.000746019
GLR_321,0.0000464,0.006571679,0.006376575,0.0129947,0.0000499,0.006700563,0.010397761,0.017148174,0.0000103,-0.00000617,-0.0000609,-0.0000568,0.0000484,0.006739288,0.011865659,0.018653391,0.0000103,-0.00000617,-0.0000609,-0.0000568,0.0000491,0.006727363,0.011360775,0.018137194,0.0000103,-0.00000617,-0.0000609,-0.0000568,0.0000491,0.006746547,0.011754922,0.018550583,0.0000103,-0.00000617,-0.0000609,-0.0000568
GLR_322,0.000625312,0.001304717,0.001270057,0.003200086,0.000498457,0.00149359,0.002096503,0.00408855,-0.000058,0.0000888,0,0.0000308,0.000531805,0.001356387,0.002393999,0.004282192,-0.00000252,0.00000386,0,0.00000134,0.000538533,0.001352657,0.002291585,0.004182775,-0.00000252,0.00000386,0,0.00000134,0.000539157,0.001357461,0.002371451,0.004268069,-0.00000252,0.00000386,0,0.00000134
GLR_323,0.00780363,0.001418406,0.003689626,0.012911661,0.00676513,0.000935435,0.001492729,0.009193294,-0.000104593,-0.000629865,-0.002803674,-0.003538131,0.006589094,0.000870672,0.001717184,0.009176949,-0.0000872,-0.000690874,-0.002803674,-0.003581791,0.006582963,0.000856626,0.001639225,0.009078815,-0.000190725,-0.000690874,-0.002803674,-0.003685273,0.006395604,0.000745513,0.001487979,0.008629095,-0.000415965,-0.000810826,-0.002917461,-0.004144252
GLR_324,0.008004071,0.022081997,0.054440392,0.08452646,0.00766592,0.034267944,0.067732585,0.109666449,0.000720106,-0.000644533,-0.016249771,-0.016174197,0.007640047,0.036819748,0.07268794,0.117147735,0.00094307,-0.002689975,-0.019486834,-0.021233738,0.007622253,0.037269708,0.07314261,0.118034571,0.000810726,-0.001047135,-0.017318768,-0.017555177,0.007479547,0.038573644,0.075937272,0.121990463,0.000635673,-0.001080783,-0.017424793,-0.017869903
GLR_325,0.063058911,0.083290153,0.298832538,0.445181602,0.06306259,0.059747063,0.182965344,0.305774998,0.008709287,-0.048189109,-0.194529889,-0.23400971,0.062328618,0.051606611,0.155217845,0.269153074,0.009933178,-0.05787371,-0.223071765,-0.271012297,0.062655642,0.054466583,0.166035676,0.283157901,0.009399555,-0.054936559,-0.213450611,-0.258987615,0.062852152,0.052454529,0.158363852,0.273670533,0.009542617,-0.057022329,-0.220574712,-0.268054424
GLR_326,0.024917186,0.022898835,0.088019277,0.135835298,0.019970491,0.036522603,0.112948825,0.169441918,-0.002189827,-0.002037477,-0.023490372,-0.027717676,0.019464634,0.038897971,0.115340043,0.173702648,-0.002122452,-0.004180339,-0.031483888,-0.037786678,0.019682719,0.039349376,0.119099891,0.178131986,-0.002154997,-0.002908671,-0.026566781,-0.031630449,0.01971136,0.039304026,0.117534069,0.176549455,-0.002148278,-0.003720983,-0.029707715,-0.035576976
GLR_327,0.016838853,0.019438332,0.073849104,0.110126289,0.012164658,0.043939759,0.108829313,0.16493373,-0.002994899,0.005643752,-0.011766588,-0.009117736,0.011939046,0.049325067,0.117742751,0.179006864,-0.00285722,0.004276472,-0.016238684,-0.014819432,0.012067441,0.047298605,0.113762229,0.173128274,-0.002883394,0.004571954,-0.015251041,-0.013562481,0.012104094,0.048647475,0.116341366,0.177092935,-0.00285722,0.004278408,-0.016231198,-0.01481001
GLR_328,0.011824344,0.01244206,0.040619736,0.06488614,0.005883952,0.04585389,0.070475069,0.122212912,-0.005128129,0.014511536,-0.000329902,0.009053505,0.005851371,0.053453082,0.081581627,0.14088608,-0.004971893,0.014201561,-0.000596256,0.008633412,0.005929278,0.050777879,0.077921077,0.134628234,-0.004967397,0.014229122,-0.00038317,0.008878554,0.005922892,0.052700553,0.080604288,0.139227733,-0.004982716,0.014180897,-0.000596256,0.008601925
GLR_329,0.000274986,0.0000495,0.000122149,0.000446646,0.0000833,0.000614334,0.000217788,0.00091541,-0.000180201,0.00030231,0,0.000122109,0.0000809,0.000728917,0.000255387,0.001065242,-0.000180201,0.00030231,0,0.000122109,0.000082,0.000690503,0.000242078,0.001014543,-0.000180201,0.00030231,0,0.000122109,0.0000821,0.000718886,0.000252128,0.00105307,-0.000180201,0.00030231,0,0.000122109
GLR_330,0.001589135,0.0000526,0.000111205,0.001752974,0.001408233,0.0000376,0.0000543,0.001500103,0.0000135,-0.0000207,-0.0000799,-0.000087,0.001368505,0.0000399,0.0000631,0.001471532,0.0000135,-0.0000207,-0.0000799,-0.000087,0.001382835,0.0000391,0.00006,0.001481987,0.0000101,-0.0000207,-0.0000799,-0.0000905,0.001382515,0.0000398,0.0000624,0.001484643,0.00000783,-0.0000207,-0.0000799,-0.0000927
GLR_331,0.007652793,0.0000462,0.000159773,0.007858742,0.006504225,0.0000119,0.0000149,0.006530988,-0.000250679,-0.0000394,-0.000152386,-0.000442476,0.006320733,0.0000141,0.0000181,0.00635295,-0.000250679,-0.0000394,-0.000152386,-0.000442476,0.006324486,0.0000133,0.000017,0.006354785,-0.000338806,-0.0000394,-0.000152386,-0.000530602,0.006212256,0.0000139,0.0000178,0.006243965,-0.000476917,-0.0000394,-0.000152386,-0.000668713
GLR_332,0.000976821,0.000347938,0.000379963,0.001704722,0.000655638,0.001014865,0.000631701,0.002302205,-0.000230674,0.000370121,0,0.000139447,0.000637142,0.001143401,0.00072341,0.002503953,-0.000230674,0.000370121,0,0.000139447,0.000645202,0.001100362,0.000691728,0.002437291,-0.000230674,0.000370121,0,0.000139447,0.00064595,0.001132683,0.000716335,0.002494968,-0.000230674,0.000370121,0,0.000139447
GLR_333,0.047318299,0.00768221,0.01533691,0.07033742,0.040302783,0.010969077,0.014187868,0.065459728,-0.001451834,0.000598963,-0.006978031,-0.007830903,0.039677671,0.009391505,0.013393843,0.062463018,-0.000852388,-0.000715311,-0.008432786,-0.010000485,0.040085615,0.009397855,0.013385784,0.062869254,-0.000961067,-0.000588966,-0.008122929,-0.009672961,0.040126364,0.009328412,0.013227202,0.062681978,-0.000967693,-0.00071888,-0.008446587,-0.010133161
GLR_334,0.000449365,0.001395946,0.004156501,0.006001812,0.000773695,0.000508569,0.00073333,0.002015594,0.000431136,-0.000965844,-0.003734588,-0.004269296,0.000751868,0.000541788,0.000852758,0.002146415,0.000431136,-0.000965844,-0.003734588,-0.004269296,0.000761379,0.000529558,0.000808887,0.002099824,0.000431136,-0.00096697,-0.003735657,-0.004271491,0.000762262,0.000538272,0.000840781,0.002141315,0.000431136,-0.00096697,-0.003735657,-0.004271491
GLR_335,0.003495427,0.01361686,0.030192656,0.047304943,0.004468187,0.014162698,0.021615669,0.040246554,0.00158958,-0.004163084,-0.01833611,-0.020909614,0.004334988,0.016161015,0.025409729,0.045905732,0.001581211,-0.004185701,-0.018393159,-0.020997649,0.004318595,0.015396195,0.023885952,0.043600742,0.001498836,-0.004266324,-0.018469638,-0.021237127,0.004169338,0.015782088,0.02470782,0.044659245,0.001320642,-0.004387259,-0.018584358,-0.021650976
GLR_337,0.000490952,0.001352571,0.002262351,0.004105874,0.00054582,0.001031296,0.001581617,0.003158733,0.000130217,-0.000340121,-0.001301378,-0.001511282,0.000530422,0.001036395,0.00180471,0.003371527,0.000130217,-0.000340121,-0.001301378,-0.001511282,0.000519986,0.001034849,0.001727987,0.003282823,0.000110389,-0.000340121,-0.001301378,-0.00153111,0.000490057,0.001037595,0.001787892,0.003315544,0.0000751,-0.000340121,-0.001301378,-0.001566378
GLR_338,0.0000799,0.000780114,0.001344688,0.00220469,0.000114476,0.000286818,0.000482966,0.00088426,0.0000504,-0.000511284,-0.001053443,-0.001514337,0.000107213,0.000293193,0.000550825,0.000951231,0.0000457,-0.000511621,-0.001054378,-0.001520332,0.0000991,0.000288036,0.000522089,0.000909239,0.0000347,-0.000514431,-0.001057044,-0.001536743,0.0000761,0.000263944,0.000483471,0.000823504,0.000008,-0.000532623,-0.001087763,-0.001612383
GLR_339,0.001323202,0.001201502,0.001811132,0.004335836,0.001226443,0.001319192,0.002019659,0.004565294,0.0000725,-0.0000404,-0.000601258,-0.000569145,0.001199295,0.001357405,0.002316201,0.004872901,0.0000813,-0.0000538,-0.000601258,-0.000573773,0.001214466,0.001336903,0.002213577,0.004764946,0.0000813,-0.0000538,-0.000601258,-0.000573773,0.001163374,0.001232995,0.002084907,0.004481276,0.0000206,-0.000171924,-0.000713321,-0.000864615
GLR_340,0.001961936,0.003926078,0.00642185,0.012309863,0.002033305,0.004298581,0.00689499,0.013226876,0.000352061,-0.000211609,-0.002309401,-0.002168949,0.001975943,0.004544248,0.007919524,0.014439715,0.000352061,-0.000211609,-0.002309401,-0.002168949,0.002000939,0.004395459,0.007452388,0.013848786,0.000352061,-0.000277311,-0.002371727,-0.002296977,0.001984277,0.004193961,0.00726298,0.013441218,0.000330135,-0.000538464,-0.002619457,-0.002827785
GLR_341,0.001104299,0.001840313,0.002134453,0.005079065,0.001043574,0.001746216,0.002702862,0.005492652,0.0000833,-0.000127537,-0.000493144,-0.000537344,0.001014133,0.001755529,0.003084344,0.005854007,0.0000833,-0.000127537,-0.000493144,-0.000537344,0.001026962,0.001752683,0.002953135,0.005732781,0.0000833,-0.000127537,-0.000493144,-0.000537344,0.001028153,0.001757496,0.003055566,0.005841214,0.0000833,-0.000127537,-0.000493144,-0.000537344
GLR_342,0.032415727,0.012281911,0.046282971,0.090980609,0.029890242,0.011723446,0.028488269,0.070101957,0.001600776,-0.005594361,-0.030104775,-0.034098359,0.030114885,0.009526629,0.017245961,0.056887475,0.002851352,-0.007705621,-0.037948521,-0.04280279,0.030284717,0.009807192,0.019455669,0.059547578,0.002607203,-0.007307515,-0.036355884,-0.041056195,0.030440265,0.009637409,0.018115151,0.058192826,0.002746311,-0.007587479,-0.037411764,-0.042252932
GLR_343,0.033426013,0.04640746,0.10517553,0.185009003,0.035518132,0.035541514,0.07004748,0.141107125,0.006995293,-0.018281663,-0.063824845,-0.075111215,0.03478754,0.03569449,0.073722485,0.144204515,0.007313141,-0.019992204,-0.067262809,-0.079941872,0.034955045,0.035063017,0.071294551,0.141312612,0.006997942,-0.019863547,-0.066787535,-0.07965314,0.034643165,0.035580648,0.073158665,0.143382479,0.006590862,-0.020046913,-0.067179481,-0.080635533
GLR_344,0.003715341,0.004360151,0.009699777,0.01777527,0.003416328,0.004342532,0.009756395,0.017515255,0.000172601,-0.00086439,-0.003970902,-0.004662691,0.003304568,0.004661614,0.011267108,0.019233289,0.000154587,-0.000885065,-0.003970902,-0.004701379,0.003295936,0.004542882,0.010740161,0.018578978,0.0000963,-0.000885065,-0.003970902,-0.004759705,0.003164853,0.004634446,0.011144907,0.018944206,-0.0000596,-0.000885065,-0.003970902,-0.004915535
GLR_346,0.009928928,0.003641397,0.006802048,0.020372374,0.009033856,0.003802513,0.007049172,0.019885541,0.000352025,-0.000621423,-0.002708514,-0.002977912,0.008788748,0.004101467,0.008152203,0.021042418,0.00036344,-0.000638892,-0.002708514,-0.002983966,0.008899925,0.003991302,0.00776673,0.020657958,0.00036344,-0.000638892,-0.002708514,-0.002983966,0.008900031,0.004047606,0.008062043,0.02100968,0.00035164,-0.000652676,-0.002708514,-0.00300955
GLR_348,0.027901239,0.01071953,0.018386295,0.057007064,0.024178306,0.015788841,0.032034442,0.072001588,-0.000385188,-0.0000852,-0.000382915,-0.000853349,0.023484674,0.018012558,0.037396089,0.078893321,-0.000398698,-0.0000921,-0.000409562,-0.000900398,0.023696086,0.017277208,0.035537741,0.076511035,-0.000497768,-0.0000852,-0.000382915,-0.000965929,0.023593561,0.017837194,0.036985343,0.078416098,-0.000647938,-0.0000852,-0.000382915,-0.0011161
GLR_349,0.003808385,0.002195973,0.007843094,0.013847452,0.00361072,0.004209819,0.008762494,0.016583033,0.000300784,0.000214818,-0.002868923,-0.002353321,0.003689523,0.00410584,0.007626895,0.015422258,0.000512359,-0.000212336,-0.004147892,-0.003847869,0.00370894,0.003984761,0.00754757,0.015241271,0.000480839,-0.000164099,-0.003988021,-0.003671281,0.003732732,0.004077689,0.007639935,0.015450357,0.000503353,-0.000198554,-0.004094601,-0.003789802
GLR_351,0.00040232,0.000478824,0.001170311,0.002051455,0.000468347,0.000396335,0.000497964,0.001362647,0.000130681,-0.000252738,-0.000923487,-0.001045544,0.000455135,0.000470652,0.000605882,0.001531669,0.000130681,-0.000252738,-0.000923487,-0.001045544,0.000460892,0.000445737,0.000566694,0.001473323,0.000130681,-0.000252738,-0.000923487,-0.001045544,0.000461427,0.000464142,0.000595418,0.001520987,0.000130681,-0.000252738,-0.000923487,-0.001045544
GLR_352,0.000675926,0.002829338,0.007406496,0.010911759,0.000544901,0.004882783,0.01020734,0.015635024,-0.0000558,0.000453696,-0.001511424,-0.001113531,0.000567978,0.005433985,0.011852684,0.017854647,-0.0000108,0.000384787,-0.001511424,-0.001137412,0.000575163,0.005208885,0.011275512,0.01705956,-0.0000108,0.000384787,-0.001511424,-0.001137412,0.00057583,0.005377058,0.011715917,0.017668805,-0.0000108,0.000384787,-0.001511424,-0.001137412
GLR_355,0.004223738,0.000234308,0.000288328,0.004746374,0.003711391,0.000410748,0.000571003,0.004693142,0,0,0,0,0.003606689,0.000487767,0.000690337,0.004784794,0,0,0,0,0.003652313,0.000461946,0.000647155,0.004761415,0,0,0,0,0.003656549,0.000481021,0.000678932,0.004816502,0,0,0,0
GLR_359,0.00028756,0.000160383,0.00057675,0.001024693,0.000252402,0.000518513,0.000969687,0.001740602,-0.000000314,0.000135399,-0.0000251,0.000109957,0.000249176,0.00060121,0.00113185,0.001982236,0.00000425,0.000128419,-0.0000251,0.000107538,0.000252328,0.000569384,0.001074684,0.001896395,0.00000425,0.000128419,-0.0000251,0.000107538,0.00025262,0.000592895,0.001118056,0.001963572,0.00000425,0.000128419,-0.0000251,0.000107538
GLR_361,0.009174567,0.007301227,0.011151966,0.027627759,0.008060033,0.009731415,0.012543834,0.030335283,-0.00000187,-0.001436397,-0.00479151,-0.006229776,0.007767021,0.011396396,0.015129843,0.034293259,-0.0000787,-0.001456551,-0.004810629,-0.006345907,0.007740703,0.010831456,0.014182757,0.032754916,-0.000222788,-0.001456551,-0.004810629,-0.006489967,0.007417182,0.011208804,0.014808794,0.03343478,-0.00060686,-0.00149686,-0.004848866,-0.006952587
GLR_365,0.013974809,0.007645825,0.008583987,0.030204622,0.011860273,0.013253698,0.016652254,0.041766225,-0.00047726,-0.0000854,-0.000330039,-0.000892654,0.011498779,0.015738904,0.020261098,0.04749878,-0.000508766,-0.0000854,-0.000330039,-0.00092416,0.011567376,0.014905724,0.018950632,0.045423732,-0.000597653,-0.0000854,-0.000330039,-0.001013047,0.011283679,0.015521228,0.019911177,0.046716084,-0.000940851,-0.0000854,-0.000330039,-0.001356245
GLR_367,0.046169769,0.017994302,0.03329717,0.097461241,0.04140504,0.023353166,0.034152148,0.098910354,0.000951118,-0.004665716,-0.015770617,-0.019485215,0.040214173,0.027729043,0.041134147,0.109077363,0.000924432,-0.004665716,-0.015770617,-0.0195119,0.040652379,0.026262008,0.038613713,0.105528101,0.000842901,-0.004665716,-0.015770617,-0.019593431,0.040543436,0.027345792,0.040473808,0.108363035,0.000662603,-0.004665716,-0.015770617,-0.019773729
GLR_370,0.010451085,0.003402087,0.004205095,0.018058267,0.008814877,0.004456476,0.007208001,0.020479354,-0.00041934,-0.0000138,-0.0000533,-0.00048637,0.008546983,0.004916511,0.008378628,0.021842122,-0.000441844,-0.0000138,-0.0000533,-0.000508875,0.008643427,0.004762608,0.007967571,0.021373606,-0.000455346,-0.0000138,-0.0000533,-0.000522377,0.008567193,0.004694394,0.007961271,0.021222858,-0.000554983,-0.0001951,-0.000225264,-0.000975347
GLR_372,0.005997246,0.009436151,0.01254018,0.027973577,0.0054119,0.010642604,0.018986482,0.035040986,0.000161751,-0.000288873,-0.001074841,-0.001201963,0.005259224,0.011272658,0.021712358,0.03824424,0.000161751,-0.000288873,-0.001074841,-0.001201963,0.005325753,0.011062615,0.02077229,0.037160658,0.000161751,-0.000288873,-0.001074841,-0.001201963,0.005331929,0.011229416,0.021503912,0.038065257,0.000161751,-0.000288873,-0.001074841,-0.001201963
GLR_373,0.004786066,0.002148031,0.006074664,0.013008761,0.00467851,0.001552134,0.002514618,0.008745261,0.000538299,-0.001262628,-0.004718642,-0.005442972,0.00455805,0.001785837,0.002768324,0.009112211,0.000551796,-0.001290172,-0.004825144,-0.005563519,0.004611874,0.001691299,0.002610847,0.00891402,0.000547362,-0.001290172,-0.004825144,-0.005567954,0.004613327,0.001761138,0.002728253,0.009102717,0.000542861,-0.001290172,-0.004825144,-0.005572454
GLR_374,0.016615882,0.010620997,0.016827059,0.044063937,0.014956006,0.014533289,0.018259963,0.047749258,0.000404757,-0.002330593,-0.007776225,-0.00970206,0.014515152,0.017258433,0.022217226,0.053990811,0.00038259,-0.002330593,-0.007776225,-0.009724227,0.014573881,0.016344813,0.02078024,0.051698934,0.000238164,-0.002330593,-0.007776225,-0.009868654,0.014390015,0.01701974,0.021833522,0.053243277,0.00000626,-0.002330593,-0.007776225,-0.010100563
GLR_378,0.005217053,0.007215098,0.016661574,0.029093726,0.004788263,0.003147538,0.004488208,0.012424009,0.000232216,-0.004847939,-0.014166079,-0.018781803,0.004653181,0.003483973,0.005277783,0.013414937,0.000232216,-0.004847939,-0.014166079,-0.018781803,0.004712043,0.003371402,0.004997629,0.013081074,0.000232216,-0.004847939,-0.014166079,-0.018781803,0.004717508,0.003456725,0.005208589,0.013382821,0.000232216,-0.004847939,-0.014166079,-0.018781803
GLR_381,0.024496248,0.013362377,0.02881909,0.066677715,0.022792639,0.010560328,0.013948491,0.047301459,0.00144285,-0.006440355,-0.021517775,-0.02651528,0.022030185,0.012141899,0.016709399,0.050881483,0.001302964,-0.006440355,-0.021517775,-0.026655166,0.022160453,0.011612014,0.015716229,0.049488696,0.001131331,-0.006440355,-0.021517775,-0.026826799,0.021632207,0.012006857,0.016452234,0.050091297,0.000491461,-0.006440355,-0.021517775,-0.027466669
GLR_389,0.039119233,0.043636361,0.130893619,0.213649213,0.041807931,0.01163137,0.014641476,0.068080776,0.008460161,-0.037001335,-0.123394345,-0.151935518,0.04070835,0.012870044,0.016144009,0.069722403,0.008553691,-0.037454,-0.124133407,-0.153033715,0.041256038,0.01227795,0.015522827,0.069056815,0.008591541,-0.037408748,-0.123931826,-0.152749033,0.041323337,0.012728427,0.016068496,0.070120259,0.008614016,-0.037436278,-0.124038278,-0.15286054
GLR_391,0.0000101,0.002359382,0.002238869,0.004608363,0.00000889,0.002396188,0.003679283,0.006084357,0,-0.000000394,-0.00000112,-0.00000152,0.00000864,0.002405111,0.004196737,0.006610483,0,-0.000000394,-0.00000112,-0.00000152,0.00000874,0.002402502,0.004018867,0.006430113,0,-0.000000394,-0.00000112,-0.00000152,0.00000875,0.002408181,0.004157822,0.006574758,0,-0.000000394,-0.00000112,-0.00000152
